,Iteration,Time,Fitness
0,0,7.31999999885602e-05,0.9502782724209446
1,1,0.07903829999999346,0.9502782724209446
2,2,0.19182789999999272,0.905941564087417
3,3,0.27486559999999827,0.8958928317349617
4,4,0.3387751999999864,0.8909872557477945
5,5,0.40746939999999654,0.8878273869267698
6,6,0.49326339999998936,0.8847434747914567
7,7,0.5688975999999997,0.8820300350735408
8,8,0.6346874999999983,0.8797537100978796
9,9,0.7278433999999976,0.8783373627379795
10,10,0.8093027999999975,0.87653408556899
11,11,0.9145570999999961,0.8753694657793797
12,12,1.0010824999999954,0.873893848049258
13,13,1.0918770999999907,0.8728060587526016
14,14,1.157132599999997,0.8718702639314351
15,15,1.2334377999999901,0.8698795970850316
16,16,1.3164467999999943,0.8690737970574237
17,17,1.3816560999999865,0.8680427298049253
18,18,1.4448525999999902,0.8669525946229096
19,19,1.5265645999999862,0.8653920218393749
20,20,1.6125082999999876,0.8650457883120755
21,21,1.6925259999999867,0.8640049283805104
22,22,1.785863599999999,0.8630051497050543
23,23,1.8681714999999883,0.8617981742864949
24,24,1.9394109999999927,0.8611269051049442
25,25,2.0318533999999886,0.8603214133305948
26,26,2.117496799999998,0.8594436039676427
27,27,2.200328199999987,0.8586620184752426
28,28,2.2861594999999966,0.8580082122111745
29,29,2.3888570999999956,0.8572125052221723
30,30,2.4884223999999904,0.8565276998458711
31,31,2.557182499999996,0.855775996659904
32,32,2.6271090999999984,0.8552598683677727
33,33,2.714225699999986,0.8550011807350687
34,34,2.7897562999999934,0.8541974414147621
35,35,2.8702057999999937,0.8543230727852944
36,36,2.961347399999994,0.8528044244242409
37,37,3.0353882,0.8530534081134263
38,38,3.099493999999993,0.8523083974236757
39,39,3.1709749999999985,0.8520703985082335
40,40,3.266883199999995,0.8511134494326185
41,41,3.334357499999996,0.8508934020210795
42,42,3.403808799999993,0.8503272069272526
43,43,3.4888919999999928,0.8497717746296254
44,44,3.593870999999993,0.8498964875172619
45,45,3.6669319999999885,0.8490179500158016
46,46,3.741536499999995,0.8488065009104058
47,47,3.8114261999999997,0.8487087680052766
48,48,3.8746017999999935,0.8481015051946115
49,49,3.9406562999999863,0.8477875289192417
50,50,4.004556699999995,0.8477632631081826
51,51,4.080653799999993,0.8471916351951035
52,52,4.1461598999999865,0.847114201741787
53,53,4.216987999999986,0.8466179719058824
54,54,4.302165599999995,0.8466251942167163
55,55,4.373198499999987,0.8465137361395166
56,56,4.459235499999991,0.8462954097603944
57,57,4.546111799999991,0.8458119814584133
58,58,4.619272099999989,0.8453257710699436
59,59,4.6887768999999935,0.8451127717389177
60,60,4.751940399999995,0.8450267517037852
61,61,4.823467799999989,0.8447077903896828
62,62,4.910981299999989,0.8445612073864766
63,63,5.0124052999999975,0.8442109376223655
64,64,5.097651799999994,0.8443137037296113
65,65,5.173214899999991,0.8441735266906183
66,66,5.244266599999989,0.844272736998152
67,67,5.334621399999989,0.8433821397915493
68,68,5.4182232,0.8433924806402188
69,69,5.517817099999988,0.843572220048906
70,70,5.585686999999993,0.8433786828915342
71,71,5.657860999999997,0.8431768710519019
72,72,5.755391099999997,0.8435272308463866
73,73,5.82271089999999,0.8417603731044246
74,74,5.894670599999998,0.8426788971813629
75,75,5.966188899999992,0.843335623104418
76,76,6.037104599999992,0.841458196996787
77,77,6.106256799999997,0.8419380587930017
78,78,6.170102599999993,0.8413817758652796
79,79,6.239061499999991,0.8422394881183901
80,80,6.3171926999999926,0.8420556248648849
81,81,6.402194399999999,0.8405518073745714
82,82,6.4725217999999956,0.8412731705849587
83,83,6.5465520999999995,0.8411929884846544
84,84,6.638079499999989,0.8406866371263901
85,85,6.71839589999999,0.8406259396973088
86,86,6.7869295999999935,0.8402291645823178
87,87,6.8845131999999865,0.8406397948160503
88,88,6.964032599999996,0.8402267944548764
89,89,7.046041199999991,0.8404792318154511
90,90,7.147694599999994,0.8406049080652737
91,91,7.235150999999988,0.8395295281409393
92,92,7.32163589999999,0.8397109372103095
93,93,7.405717499999994,0.8398161370237864
94,94,7.494092499999994,0.8397865917024877
95,95,7.592466099999996,0.8393598606227607
96,96,7.669034599999989,0.8390211428326236
97,97,7.7566010999999975,0.8388261181896997
98,98,7.842919299999991,0.8389318010377484
99,99,7.94959639999999,0.8384747936598628
100,100,8.041037499999987,0.8385332295028876
101,101,8.129194799999993,0.8383691697203477
102,102,8.209145499999991,0.8381041587074978
103,103,8.284840399999993,0.8386433939100701
104,104,8.383674199999987,0.8380877099141028
105,105,8.473386999999988,0.8375449941641584
106,106,8.562913599999987,0.837650364597033
107,107,8.648350499999992,0.8377095447962628
108,108,8.72877419999999,0.838066465745302
109,109,8.816019899999986,0.837239942827814
110,110,8.911091699999986,0.8373755605769095
111,111,9.001003099999991,0.8376507978480501
112,112,9.088222399999992,0.8376665937172683
113,113,9.165269299999991,0.8373077151059571
114,114,9.238505199999992,0.8369858318082044
115,115,9.309868599999987,0.83678550065613
116,116,9.403504899999987,0.8367222048577928
117,117,9.4969653,0.836896579222858
118,118,9.585724199999987,0.8366947048825402
119,119,9.657014499999988,0.8371419745982736
120,120,9.756775199999993,0.8365872075424104
121,121,9.848985699999986,0.8360242910089926
122,122,9.934824299999988,0.8364250584246508
123,123,10.027435499999996,0.8357651380519061
124,124,10.107387999999986,0.8361297193523166
125,125,10.172120199999995,0.8358708200495607
126,126,10.235394999999997,0.8358053283044836
127,127,10.300317199999995,0.8353704909600849
128,128,10.379659199999992,0.8356163766826985
129,129,10.442718599999992,0.8357859575440405
130,130,10.52607789999999,0.8352035861062189
131,131,10.598854499999987,0.834871787294395
132,132,10.665526899999989,0.8356199890763006
133,133,10.746600099999995,0.834960386827093
134,134,10.826115099999996,0.8342303487786255
135,135,10.894178199999999,0.8345719995771602
136,136,10.972717799999998,0.8340310028793667
137,137,11.037357799999995,0.8343901245426253
138,138,11.114139199999997,0.8339613664063917
139,139,11.186528899999999,0.834136227989931
140,140,11.255985299999992,0.834625473280561
141,141,11.337695699999998,0.8332695068082379
142,142,11.402298799999997,0.8337080889594607
143,143,11.495549799999992,0.8334520317478151
144,144,11.580480899999998,0.833816951848603
145,145,11.682457699999986,0.833457907620523
146,146,11.759291099999999,0.8331407467395977
147,147,11.825728999999995,0.8333201920723373
148,148,11.902203699999987,0.8334392178791349
149,149,11.981012699999994,0.8330651382612572
150,150,12.045919899999987,0.8328296610351541
151,151,12.110311599999989,0.8331321668167314
152,152,12.175772999999992,0.8326322377139657
153,153,12.240116799999996,0.8326970885590719
154,154,12.30850749999999,0.8328095783668574
155,155,12.389935399999999,0.8322397310939758
156,156,12.461494699999989,0.8325196069364695
157,157,12.526153399999998,0.8324549345170381
158,158,12.6015187,0.8317391134753054
159,159,12.687951799999993,0.8321675580189556
160,160,12.752429399999997,0.8323618183758951
161,161,12.836711499999993,0.8317129339523673
162,162,12.915565999999998,0.8321843969825007
163,163,12.996369299999998,0.8315101969834002
164,164,13.074846499999992,0.8321437110903748
165,165,13.139195399999991,0.832047979325954
166,166,13.203554099999991,0.8314048194403983
167,167,13.268855499999987,0.8323842662178776
168,168,13.333140999999998,0.831264274472339
169,169,13.407909799999999,0.8317726270345726
170,170,13.481991799999989,0.8311841253388202
171,171,13.546295199999989,0.8308564791116732
172,172,13.640879899999987,0.8311669591287117
173,173,13.742731099999986,0.8309970867079355
174,174,13.821480899999997,0.8308060617935343
175,175,13.906483399999999,0.8307778988243159
176,176,13.977745899999988,0.8311026184561159
177,177,14.048786299999989,0.8306983262395796
178,178,14.122610999999992,0.8309143660698193
179,179,14.198893499999997,0.8302235809077668
180,180,14.280293799999995,0.83109041009466
181,181,14.3494496,0.8308054715728838
182,182,14.420017399999992,0.8309488158101417
183,183,14.488580799999994,0.830993049439449
184,184,14.562989099999996,0.8304212263091059
185,185,14.639825499999986,0.8304296863796651
186,186,14.723731999999998,0.8301258284637761
187,187,14.798227299999994,0.830091445711612
188,188,14.872732,0.8302199860935564
189,189,14.943992699999995,0.8300869662667822
190,190,15.021679599999999,0.8302551818724209
191,191,15.090515299999993,0.8294162642761184
192,192,15.181430599999999,0.830056923094531
193,193,15.260609099999996,0.8299669306071313
194,194,15.329642099999987,0.8297415187671147
195,195,15.407731599999991,0.8293451917335182
196,196,15.475831999999997,0.8296281591800138
197,197,15.560141299999998,0.8300882518476357
198,198,15.629169299999987,0.8301571040963971
199,199,15.723515799999987,0.8297734206794638
