,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
0,0,1846.9694471248808,0.015400700000014922,"[2, 9, 8, 5, 1, 10, 6, 3, 7, 11, 0, 4]",300,0.03,2048
1,1,2160.111768279229,0.06231410000000892,"[7, 0, 1, 4, 3, 2, 10, 11, 5, 8, 6, 9]",300,0.03,2048
2,2,2223.702685782981,0.13294430000001967,"[7, 9, 2, 3, 4, 0, 11, 10, 8, 6, 1, 5]",300,0.03,2048
3,4,2223.702685782981,0.283216699999997,"[7, 9, 2, 3, 4, 0, 11, 10, 8, 6, 1, 5]",300,0.03,2048
4,8,2223.702685782981,0.46382810000000063,"[7, 9, 2, 3, 4, 0, 11, 10, 8, 6, 1, 5]",300,0.03,2048
5,16,2266.738454407448,0.8349230000000034,"[10, 2, 0, 11, 5, 1, 7, 9, 6, 8, 3, 4]",300,0.03,2048
6,32,2266.738454407448,1.6723977999999988,"[10, 2, 0, 11, 5, 1, 7, 9, 6, 8, 3, 4]",300,0.03,2048
7,64,2275.055853394302,3.147217000000012,"[10, 2, 0, 4, 5, 1, 7, 9, 6, 8, 3, 11]",300,0.03,2048
8,128,2277.5296566361094,6.029223200000018,"[10, 2, 0, 11, 3, 4, 5, 1, 6, 9, 7, 8]",300,0.03,2048
9,256,2277.52965663611,11.766783400000008,"[8, 10, 2, 0, 11, 3, 4, 5, 1, 6, 9, 7]",300,0.03,2048
10,512,2277.52965663611,16.376048800000007,"[8, 10, 2, 0, 11, 3, 4, 5, 1, 6, 9, 7]",300,0.03,2048
11,1024,2277.52965663611,16.376048800000007,"[8, 10, 2, 0, 11, 3, 4, 5, 1, 6, 9, 7]",300,0.03,2048
12,2048,2277.52965663611,16.376048800000007,"[8, 10, 2, 0, 11, 3, 4, 5, 1, 6, 9, 7]",300,0.03,2048
