,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,2618.694981745689,0.0001250999998774205,"[17, 14, 11, 12, 10, 2, 18, 9, 20, 3, 15, 8, 1, 19, 5, 0, 6, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.999987427037762,10,8192
1,1,2617.338979290928,0.0011939999999412976,"[17, 14, 11, 12, 10, 2, 18, 20, 9, 3, 15, 8, 1, 19, 5, 0, 6, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.999879999709924,10,8192
2,2,2675.3070238397345,0.014821900000015376,"[17, 14, 11, 12, 20, 2, 18, 10, 9, 3, 15, 8, 1, 19, 5, 0, 6, 7, 16, 13, 4]",geometric,10,0.99,0.001,9.998510460217584,10,8192
3,4,2693.008891178835,0.024967299999843817,"[17, 14, 11, 12, 20, 2, 18, 10, 9, 3, 15, 8, 1, 19, 5, 7, 6, 0, 16, 13, 4]",geometric,10,0.99,0.001,9.997491017298831,10,8192
4,8,3026.2239543412757,0.0352960999998686,"[17, 14, 11, 12, 20, 2, 18, 10, 9, 15, 3, 8, 1, 19, 5, 7, 6, 4, 16, 13, 0]",geometric,10,0.99,0.001,9.996453252526468,10,8192
5,16,3105.8906358889967,0.045559400000001915,"[19, 17, 18, 12, 5, 2, 11, 10, 9, 13, 3, 8, 1, 14, 20, 7, 6, 4, 16, 15, 0]",geometric,10,0.99,0.001,9.995422175430942,10,8192
6,32,3194.3254816349704,0.05776709999986451,"[19, 17, 11, 12, 5, 15, 9, 10, 13, 18, 3, 8, 1, 14, 20, 7, 6, 4, 16, 2, 0]",geometric,10,0.99,0.001,9.994195897469533,10,8192
7,64,3769.3000318321215,0.07216769999990902,"[16, 5, 11, 12, 1, 15, 19, 13, 0, 18, 3, 8, 10, 14, 17, 9, 6, 4, 7, 2, 20]",geometric,10,0.99,0.001,9.992749533506677,10,8192
8,128,3867.157473347883,0.08994239999992715,"[16, 20, 1, 17, 9, 15, 19, 13, 0, 18, 3, 8, 10, 14, 12, 11, 6, 4, 7, 2, 5]",geometric,10,0.99,0.001,9.990964571134525,10,8192
9,256,3892.746690079628,0.11785399999985202,"[16, 20, 1, 17, 9, 15, 19, 13, 7, 18, 3, 4, 6, 14, 12, 11, 10, 8, 0, 2, 5]",geometric,10,0.99,0.001,9.988162289287338,10,8192
10,512,3921.399305960598,0.1674467000000277,"[16, 13, 1, 17, 9, 15, 19, 20, 7, 2, 3, 4, 6, 11, 12, 8, 10, 18, 0, 14, 5]",geometric,10,0.99,0.001,9.983185197021621,10,8192
11,1024,3934.9486042743624,0.26914269999997487,"[1, 13, 16, 17, 9, 15, 19, 20, 7, 2, 0, 18, 10, 11, 12, 8, 3, 4, 6, 14, 5]",geometric,10,0.99,0.001,9.972986806196433,10,8192
12,2048,3934.9486042743624,0.26914269999997487,"[1, 13, 16, 17, 9, 15, 19, 20, 7, 2, 0, 18, 10, 11, 12, 8, 3, 4, 6, 14, 5]",geometric,10,0.99,0.001,9.972986806196433,10,8192
13,4096,3934.9486042743624,0.26914269999997487,"[1, 13, 16, 17, 9, 15, 19, 20, 7, 2, 0, 18, 10, 11, 12, 8, 3, 4, 6, 14, 5]",geometric,10,0.99,0.001,9.972986806196433,10,8192
14,8192,3934.9486042743624,0.26914269999997487,"[1, 13, 16, 17, 9, 15, 19, 20, 7, 2, 0, 18, 10, 11, 12, 8, 3, 4, 6, 14, 5]",geometric,10,0.99,0.001,9.972986806196433,10,8192
